sha,message,author,date
a2ce420a7cb63f28d6dc621af83a79b8338aa15c,Adds reference to new ownable contract in storage contract,Oliver Hudson,2018-06-13T15:59:13Z
9362a7db07784cef99d341e951aa669071884303,Adds modifications to openzeppelin ownable contract to remove unused renounceOwnership method,Oliver Hudson,2018-06-13T15:56:26Z
191f3b7abae125516d8f7963e7e93e06c4465c1e,Adds v1.10.0 openzeppelin Ownable contract,Oliver Hudson,2018-06-13T15:43:42Z
91f49d0d7e80c080514b5e492ccd6e067ab925dc,Changed name from FiatToken to NegativeTests,mirathewhite,2018-06-13T15:51:33Z
b133ec9e9b5a6e6e3d17aa6a175feb9be92a8ee4,delete unnecessary test,Walker,2018-06-13T15:36:57Z
d1d5f91a99333d8a48d20bcee0c5ce22dc725406,Add ctor to Blacklistable,Erik Tierney,2018-06-13T15:25:25Z
530c35daf66c3c2e0d6b9b855cf244ca3abfc5a7,Add ctor to Upgradable,Erik Tierney,2018-06-13T15:16:30Z
9b3469cd0459bc6166fc7a791faf1f14df7f4394,Add ctor to pausable,Erik Tierney,2018-06-13T15:09:33Z
b1648edc88d1b16b0010e19850597f953c25a7dc,Add ctor for EternalStorageUpdater,Erik Tierney,2018-06-13T14:56:36Z
349a7ee8e023538a8c58735caa949110ae16b036,[CENT-107] Make unblacklist callable when paused,Erik Tierney,2018-06-12T19:41:25Z
5280cb4aac1202c78c41103d432ff1655e339866,Merge branch 'master' into master,walkerq,2018-06-13T13:52:01Z
93a93ed627b9cfaf746a42ab178ab61feaaa9c14,Merge pull request #75 from eztierney/coverage-report,Erik Tierney,2018-06-13T12:25:14Z
a70e2fad5a09acdd4ab802cdb4ec9ca0dc84cb2d,Merge pull request #74 from eztierney/whitespace,Erik Tierney,2018-06-13T12:21:52Z
f485f9e0ede72cabd4b8eac637abbe734d80cee8,Replaces openzeppelin ownable contract with custom contract based on modified openzepplin v1.6.0 version to fix compiler warnings,Oliver Hudson,2018-06-12T21:46:01Z
81d6f339c791ad17a1e70b392d41a6e2362b6b78,delete comments,Walker,2018-06-12T19:34:02Z
caa8591b4fc18a2b1e881718a2f2ff8e111cabff,correct all failing tests,Walker,2018-06-12T19:29:00Z
d4bd4492205acf3a47c941bd031abe8f2ffe1ea0,Remove test contract from coverage report.,Erik Tierney,2018-06-12T19:04:25Z
c3edddfbefd5f86cae4c60edbbe4da15c74daa48,added transfer and transferFrom tests (#69),Alec Schaefer,2018-06-12T18:48:28Z
3522ed2e34f47208475b00f9f4eb19a472d25f6b,Whitespace cleanup - switch to 4 spaces everywhere,Erik Tierney,2018-06-12T18:43:42Z
1fa76fdb689e3c24aa597676c5e0a5c4e1d891d3,Merge pull request #72 from eztierney/move-files,Erik Tierney,2018-06-12T18:42:15Z
cafd2e64c0b7176d26de804ff43f727ce96c4c4d,Remove token registry for now,Erik Tierney,2018-06-12T17:59:52Z
a535561ab65e2550c638c70390f09f231aa9d56a,Move UpgradedFiatToken to test directory,Erik Tierney,2018-06-12T17:58:50Z
e878b89ef3ac480f92530582eccccc2fa9ffa18b,Move EternalStorage related contracts to storage directory,Erik Tierney,2018-06-12T17:51:34Z
474af5cab1b23dc61790dba0eda19ece4fb0fb42,Merge pull request #71 from mirathewhite/master,Erik Tierney,2018-06-12T17:37:07Z
275424438e32d98b0c3d3d3a85c3032f36df9634,"Added two tests, first signed commit",mirathewhite,2018-06-12T17:29:52Z
b5e2396cea9a89192ee67b5149e3dba9f9243c80,merge,Walker,2018-06-12T16:05:26Z
01883807eef09c73300c3208998a47e08c8fb40f,compare current state obj to expected state obj in checkVariables. Fix up some tests. *Many tests are still broken*,Walker,2018-06-12T15:36:29Z
79fc9951342c0785c33b855d717c8f94524023e7,Merge pull request #3 from centrehq/master,mirathewhite,2018-06-12T13:42:53Z
01d3001b1400ad291b72d24e9e56f6af0324586a,Merge pull request #67 from o-a-hudson/erc20-forwarding-,Erik Tierney,2018-06-11T19:54:04Z
28eee3dad599f1d46a56cb3bbfb843179bd3dae0,Merge branch 'master' into erc20-forwarding-,Erik Tierney,2018-06-11T19:49:35Z
0587aa3e7a42c5d1c72e8823efc613826f29c9e9,Merge pull request #68 from o-a-hudson/warning,Erik Tierney,2018-06-11T19:48:15Z
dd5b13381370db0355ccc0567f7c1238e439bdbf,Merge branch 'master' into warning,Erik Tierney,2018-06-11T19:41:53Z
09d182b6e8dffc89e1208fed387c457b1952c140,Merge pull request #66 from o-a-hudson/merged,Erik Tierney,2018-06-11T19:39:25Z
6ec6c0405095b993a2bb97962d0747d65d67bdfb,Merge branch 'master' into merged,Oliver Hudson,2018-06-11T19:13:57Z
8640e13c16782712b04f22e148a5edd436ee8091,Merge pull request #64 from walkerq/master,Erik Tierney,2018-06-11T19:08:25Z
701444e78e887c87dcea57205000974d03a1e539,Fix compiler warning for constructor in migrations,Oliver Hudson,2018-06-11T18:37:52Z
e34c4d35a90d7a1ddd39ec1dee0f17bea5b064c4,Merge branch 'master' into master,walkerq,2018-06-11T18:22:04Z
2d4530d60393050d8ff930a8747d4a5bd2ccfd86,Fixes compiler warning for access type of constructor,Oliver Hudson,2018-06-11T18:19:59Z
d3e4d2c739396e4278c2a12516cf3aab46960def,Merge branch 'master' into merged,Oliver Hudson,2018-06-11T17:02:56Z
9a5a80874cb361515161287d3d132a79bfc4de6a,Merge pull request #65 from eztierney/codebuild,Erik Tierney,2018-06-11T16:54:46Z
f61bbc036b6f3d03cf10a30dbd0e4fac0e4cdc77,Merge branch 'master' into merged,Oliver Hudson,2018-06-11T16:13:41Z
45d3cc6bec3b4f3758ba71f83c51f59d39b6b9fe,typo,Erik Tierney,2018-06-11T15:45:34Z
564746a299acea8e4136b0c2a41139f7eefab2ba,Update readme with note about submodules with codebuild,Erik Tierney,2018-06-11T15:42:43Z
2df71ed3c87ecc271f8c4346e81410a322581a44,Remove logs from artifacts - output is available in the build logs.,Erik Tierney,2018-06-11T15:21:07Z
a87104b8b54a72b73495571f7ef31bf76a910206,Check out openzeppelin manually since codebuild doesn't support git submodules,Erik Tierney,2018-06-11T14:58:55Z
f07c0b8581341da99c78cdff5c91e09500a10501,Comprehensive test speedup 2x; eliminates redundant tests of default values; adds check to ensure not testing default values,Oliver Hudson,2018-06-11T15:12:08Z
9f62fbe4ef23bf78c461f3c6261c496edb2ca19b,make test addresses deterministic in ganache-cli and solidity-coverage settings,Walker,2018-06-11T13:28:35Z
03ac1c4c0d02f917e16d0a367d46bd66fe1d6ab1,Merge branch 'master' of github.com:centrehq/centre-tokens,Walker,2018-06-08T20:29:18Z
639a25976dc37de371809a0b7e52ad67539419c3,use chai syntax for a few tests,Walker,2018-06-08T20:29:06Z
ad780809c76f3c57c8bc90d9265930db625425fc,Merge pull request #61 from tjbaker/ci,Erik Tierney,2018-06-08T19:50:49Z
8a73fc128bb818464bac9e822e7c9be91199020a,Merge pull request #63 from o-a-hudson/merged,Erik Tierney,2018-06-08T19:50:25Z
3dced59d502a7b613a00095da518eb5c7b3cb1eb,Adds missing semi-colon,Oliver Hudson,2018-06-08T19:45:47Z
2a9447f90b86d7ba4c200a549d24feaa24b5f5d0,Merge pull request #62 from mirathewhite/master,Erik Tierney,2018-06-08T19:35:17Z
7a02712949c8668f8a7e5944645fada498f6f6f7,Merge pull request #60 from AlecSchaefer/master,Erik Tierney,2018-06-08T19:34:15Z
a2c610dc2a4c4e3ca3251c4c047a7a6cacaa3efe,Merge pull request #58 from o-a-hudson/erc20-forwarding-,Erik Tierney,2018-06-08T19:33:28Z
e7981a6de10626b01c96deb6cc71a4671dfb0edb,suggest using ganache-cli with high default balance in README instead of testrpc,Walker,2018-06-08T19:03:34Z
578c4a9b898194ffab2f318a549f24599df7b9b5,added test for updateRoleAddress after an upgrade,mirathewhite,2018-06-08T19:01:46Z
9843af17c499c83be7b01f9f1bda9d46e52aabfa,Adds disablePriorContract callab le by pauser to shut off erc20 forwarding,Oliver Hudson,2018-06-08T18:55:22Z
839f7c39e3a2434eee734be611dce408d0b2e00f,Merge branch 'master' of github.com:centrehq/centre-tokens into erc20-forwarding-,Oliver Hudson,2018-06-08T18:14:05Z
768241d85fcc03b108e8f35e067aec6f76ae55a0,remove console.log statement,mirathewhite,2018-06-08T18:09:18Z
09060927e5c0b13fcba287896c50f701d97c3172,updateRoleAddress unit tests,mirathewhite,2018-06-08T17:59:51Z
4e780d9d2a7b771139a3a973c48d709a6e210a7e,codebuild updates,Trevor Baker,2018-06-08T17:08:56Z
8c6cf0af19dfe2907cdced55ae2fc468540cf9a6,Merge pull request #2 from centrehq/master,mirathewhite,2018-06-08T16:53:12Z
8d2115db06283828203ee768d8eda797fcfe0fca,Merge branch 'master' of github.com:centrehq/centre-tokens,Alec Schaefer,2018-06-08T15:17:08Z
cd387dff422449893a8f0cc9975b970f22e6b05b,Merge pull request #54 from eztierney/codebuild,Erik Tierney,2018-06-08T14:46:49Z
02f1ca2fcbe1c0802b5036ff55a9bf7fe8eb20c6,Merge pull request #59 from walkerq/master,Erik Tierney,2018-06-08T14:36:08Z
38c384420494bfccdb4fda1b4c8e89aae381913d,added missing return statement to approve,Alec Schaefer,2018-06-08T14:30:08Z
3bc6fad6f93b8382af30b03704ba31f445929a01,delete comment,Walker,2018-06-08T13:55:23Z
6bfd7257dbc866514a9b105f6e26c3ef7afdae8b,update README.md,Walker,2018-06-08T01:24:02Z
8837ff85c4249b6144f99d542b244acbd5a0deff,"add support for legacy tests, check only for reverts, not invalid opcodes or out of gas errors, add tests",Walker,2018-06-08T01:18:08Z
f7f8521c27905e720ff66461a307836e4924e5ee,Fixes extra newlines,Oliver Hudson,2018-06-07T20:57:28Z
b2ce378b245741380c16971155a12cac09687a0e,Merge pull request #57 from o-a-hudson/isBlacklisted-msgsender,Erik Tierney,2018-06-07T20:33:52Z
517375146dff9d7ee48f2fa051f6263fc17748a9,fixup cloudformation template,Erik Tierney,2018-06-07T20:08:03Z
db4656556404b643616d311511c978d7f4f62e97,Add a cloudformatino template to build via codebuild.,Erik Tierney,2018-06-07T19:55:17Z
597de21f19ab26623a299ffb6293547976872d67,Merge branch 'master' of github.com:centrehq/centre-tokens into codebuild,Erik Tierney,2018-06-07T19:35:34Z
65d31c4cec3d9cb5ee9e98578c2cbd2a6afeef95,move npm install to install section of buildspec,Erik Tierney,2018-06-07T19:35:16Z
5fce7bdc5c9983f57b40921a36fada8543293676,add negative tests,Walker,2018-06-07T15:05:39Z
49af4f07446f24cbf5e16e98c1fbffbb514532f2,use require syntax from Node instead of Babel imports,Walker,2018-06-07T15:05:10Z
a939390705e4b8fae718b6915a715c1359247936,Merge pull request #56 from mirathewhite/master,Erik Tierney,2018-06-07T00:19:37Z
fdcd1beff84d79b90b875994da900f37b815e80a,Adds tests for erc20 forwarding,Oliver Hudson,2018-06-06T21:41:34Z
e98fc83860980e10c3416acaf0cf3774520dbc26,Adds combined blacklisted methods to erc20 function forwarding,Oliver Hudson,2018-06-06T20:29:42Z
71020a2836cc8f3ffa38ea6724beae456b8bd3d2,Adds let statements,Oliver Hudson,2018-06-06T20:24:55Z
8c4f178f558b187c12d690076a3d25129e619dcf,Adds forwarding functionality for ERC20 methods that rely on msg.sender,Oliver Hudson,2018-06-06T19:34:15Z
01ca139dafdd38932946486fc0fc8a0b2c5de541,Changes isBlacklisted function to test only arguments as testing msg.sender does,Oliver Hudson,2018-06-06T20:07:56Z
afee405ea51c352f5606990723cbeee92d7880e2,added more unit tests,mirathewhite,2018-06-06T19:28:39Z
b7e2424dd061c34d572f429c353e332d723f5e2d,test removeMinter does not affect totalSupply or balances,mirathewhite,2018-06-06T15:53:01Z
cfce53f2ff8aea20bc9aac59ae493e3d9a1da71f,Merge branch 'master' of github.com:centrehq/centre-tokens into codebuild,Erik Tierney,2018-06-06T15:51:35Z
e926205d2311126a829878a0affb964bf1017e75,make sure remove/configureMinter unaffected by blacklist. Check totalSupply after configureMinter,mirathewhite,2018-06-06T15:41:50Z
4aab7a614d015f622ae0cae2b97d285a8ddc076f,more remove unit tests,mirathewhite,2018-06-06T15:34:25Z
309713914724f980a80bafcf15fb61a655ad4792,Burn unit tests,mirathewhite,2018-06-06T15:23:45Z
3693b0620db05dad8103680d20cff5e52704abfb,Added configureMinter removeMinter unit tests.  Use openzeppelin expectThrow.,mirathewhite,2018-06-06T14:50:38Z
0d33198ad243b85552e1693e66836e1666875b9b,prettified README,mirathewhite,2018-06-06T14:17:02Z
b21b79d97ec4bca08c35acadbd5eebc01287bac5,Merge pull request #53 from mirathewhite/master,Erik Tierney,2018-06-06T14:16:15Z
585370e2a9e0878d6beed0fcaafb8e04f26b3f0d,Merge branch 'centrehq-master',mirathewhite,2018-06-06T14:09:54Z
a5d1b91ae36559c407a68c09687916f40f55fc36,Fixed merge issues,mirathewhite,2018-06-06T14:09:43Z
424f03b0009b60e98b2b1df36f873cc87274c55e,declared variables,mirathewhite,2018-06-06T13:30:12Z
6c0f03bea4d1c3e9339ed2a879c4904105fc5cd3,Merge pull request #55 from o-a-hudson/upgrader-change,Erik Tierney,2018-06-06T12:55:55Z
b83ea62b266ac8c000afba56154d5baf28db0707,Adds missing emit keyword,Oliver Hudson,2018-06-05T21:24:55Z
822e55f5c7bcfadb8cecc6c5b847da487dde0cce,More formatting fixes,Oliver Hudson,2018-06-05T21:10:23Z
8415bfabdf049e6eb307c0acfa88f6c4fdb004bf,Cleanup formatting,Oliver Hudson,2018-06-05T21:08:31Z
beabbb40b1d1b4eb6006456dd48ea4947f7f7fb6,Moves upgrader key change to individual function only callable by current upgrader (not part of updateRoleAddress's control) [CENT-81],Oliver Hudson,2018-06-05T21:02:30Z
0ac405fe8324049f7b0754c818bd4fdf02d54f0a,Merge pull request #52 from walkerq/master,Erik Tierney,2018-06-05T19:18:19Z
2d5ad213fb1aa3541570056b8d144f89139e9cad,add checkVariables and merge,Walker,2018-06-05T19:09:21Z
877d93fddb2f3ce955e576a88cc158bc964b0fda,merge,Walker,2018-06-05T19:04:03Z
f8b9fbfaeb2dcc9ded0fa674f37bea08dc71174a,"Set truffle vrersion explicitly, write out logs for compile & tests",Erik Tierney,2018-06-05T18:55:26Z
65b010114741c427062f83174df06db16aa3cd73,add missing checkVariables and merge,Walker,2018-06-05T18:53:01Z
4d34c2701cadb1894159a84b45878a8de42f6856,Merge branch 'master' into master,walkerq,2018-06-05T18:24:42Z
3b43ed5ac5c2c898dc0a850e4efc365f99a89905,Merge pull request #51 from o-a-hudson/internal-storage-variable,Erik Tierney,2018-06-05T18:18:34Z
6a0f113e760cd6058ed2a0c92c80cf5404ebfa67,Merge pull request #49 from o-a-hudson/readme,Erik Tierney,2018-06-05T18:18:09Z
016b447f71ac2e9e65e7c8f5c6dce9805f06a40a,Merge pull request #48 from o-a-hudson/not-paused-blacklist,Erik Tierney,2018-06-05T18:17:47Z
910efb83c5d7b362abb245811e297f89a7cbdba9,Merge pull request #45 from eztierney/solidity-warnings,Erik Tierney,2018-06-05T18:17:22Z
21feaf4f7fe65fd184268115367d7c895cd0807e,Moved functions to TokenTestUtils.js. Updated README.md with extra setup info. Updated some config files to support import/export of javascript functions.,mirathewhite,2018-06-05T18:01:13Z
e7b1fc1e49fa395c7fc71d8abb3fba6a754bde46,delete a comment,Walker,2018-06-05T14:25:22Z
52ebd14e9e74dd46c498ffc69d3ea4a7a78c06ed,Sets contractStorage to internal [CENT-54],Oliver Hudson,2018-06-05T14:23:26Z
b4cee1eaf13148b60a0b20f7f3a48d35d31a9944,add option to test BigNumbers using Chai for better logging,Walker,2018-06-05T14:21:55Z
6302e15a506281462b48914f8754f2c052c5e666,Merge pull request #47 from o-a-hudson/master,Erik Tierney,2018-06-05T14:18:35Z
e473debfc9b5c7a3c4ffcd43767c059460d8056b,Updated setup instructions,mirathewhite,2018-06-05T14:17:01Z
481e30168a46ceea3f8e55acd34d8be5adf87d29,Updates README installation instructions,Oliver Hudson,2018-06-05T14:02:00Z
007e31d921b9c36f0e24122b44dc20994b1c4528,Add restrictions that paused == false for unBlacklist [CENT-70],Oliver Hudson,2018-06-05T13:45:50Z
7a0a4f6522cf22be4fb263eac3ea795a754e021f,Merge branch 'master' of github.com:centrehq/centre-tokens,Oliver Hudson,2018-06-05T13:29:20Z
60de5f30ae80ffbd8c5acde010a70993164addcc,Fix formatting; removed variable,Oliver Hudson,2018-06-05T13:26:32Z
43c49bb7341805e94a003dcb51b0415e230746e0,Removes restrictions on pause/unpause that contracted is unpaused/paused [CENT-69],Oliver Hudson,2018-06-05T13:21:57Z
2dafe983cb9e960c623ae89fe13e4d115074baf0,Initial work on codebuild,Erik Tierney,2018-06-04T21:10:52Z
d90dec19789cf5bd12501ea09f172aa031b2559c,Merge pull request #46 from eztierney/test-cleanup,Erik Tierney,2018-06-04T21:03:28Z
ca20a54637c8b14d1c1ba53fb357387b19b3922a,Test cleanup,Erik Tierney,2018-06-04T19:59:21Z
007ab87c06f6fd1912d8cd657ca3cc7ed7f3f86f,Merge branch 'master' of github.com:centrehq/centre-tokens,Walker,2018-06-04T19:51:12Z
6782d577e7cac7bbc20d32ad1df0e6b7d85cf955,Stop logging the expectedState by default - makes test output more readable.,Erik Tierney,2018-06-04T18:37:48Z
05ab409e68ce49cac7df5af961a3d31854ae1afc,Merge pull request #44 from eztierney/gitignore,Erik Tierney,2018-06-04T18:31:55Z
a15d394babd8cbef9a622250d04f3ed6f045fc90,Fix constructor warning - switch from function FiatToken(...) to constructor(...),Erik Tierney,2018-06-04T18:30:58Z
1fdedfdc3000f78f5d0e3427b6e49bd5dd930196,Add emits to token registry contract,Erik Tierney,2018-06-04T18:23:21Z
64c45c6f95ec887fe8d85123fd88cd6c1828714d,Add emit to events to silence compile warnings,Erik Tierney,2018-06-04T18:20:04Z
433abe3fba0dc5da72d069a77c62ad922e0c019d,Update git ignore to include some node/coverage related files.,Erik Tierney,2018-06-04T18:08:46Z
fa6cc427b4b36f901d0a7eb3e6d5e8e0971da8e2,Merge pull request #43 from eztierney/fix-tests,Erik Tierney,2018-06-04T17:24:10Z
fcd735d8414fd51ac39cfc9d7e3db8c593d75e85,Fix tests after merge collision.,Erik Tierney,2018-06-04T15:45:25Z
07e4ac9b43869276fd58b90cb6e8cdb9f6ecd985,Merge branch 'master' of github.com:centrehq/centre-tokens,Walker,2018-06-04T14:49:15Z
28da6ade9797f4f19f8e1f1e1419067deba6fd77,Merge pull request #39 from eztierney/deploy-with-or-without-storage,Erik Tierney,2018-06-04T13:58:56Z
4c2a004f4ab3ccd1cfad310ac4c84a41585871ed,Use address(0x0) instead of 0x0 to get the 0 address,Erik Tierney,2018-06-01T16:07:10Z
84966a121bf9fa893b44dbadcadfb7bd491ce91b,Consolidate FiatTokenWithStorage/FiatTokenExistingStorage into 1 contract,Erik Tierney,2018-05-30T18:36:32Z
704ceb8104046b977667e4c63f15d69e2e482d88,Merge pull request #38 from eztierney/bulk-calls,Erik Tierney,2018-06-04T13:49:54Z
21856d853f449b0198ade343b97090f61553274b,Merge pull request #40 from eztierney/upgrade-to-null,Erik Tierney,2018-06-04T13:49:00Z
620e51bcea7c1969cef64224cfae7efe6ccccc2e,[CENT-71] Add test for upgrading to 0x0 address,Erik Tierney,2018-05-30T20:28:08Z
b6660f70d51e92b838c15b29f185ff31637b75dc,add tests,Walker,2018-06-01T22:22:14Z
ef3362737cc5415b01272222a3a5bebbf14bcfa9,Merge pull request #42 from walkerq/master,Erik Tierney,2018-06-01T20:18:18Z
4122d738578a4679f60a8aefbe1ca0127dd418ee,"only allow setting properties that exist in expectedState, and add a couple tests",Walker,2018-06-01T20:14:57Z
de45c9b03df2ea37b06538019563ae3b4d19771f,switch to == false for clarity,Erik Tierney,2018-06-01T18:38:47Z
775857863c960f8375434174ab8c7bc8dd0e8c5a,Make a no-arg modifier to check if only msg.sender is on the blacklist,Erik Tierney,2018-06-01T15:39:28Z
3fd5b268a410b5aa4a86ba5de833bca117d49c82,change pattern for updating expected variables to allow setting nested variables in expectedState object,Walker,2018-06-01T03:51:48Z
7c9542cfafb05759820c99cc576f4435ee270453,move old tests,Walker,2018-05-31T18:34:26Z
468dc3f1d369cb99f21d7283984e32c10b73d209,set BigNumber library to version used by web3.js,Walker,2018-05-31T18:20:54Z
0b8faac3a165c5192629e4ed2b503b829617c8b1,tabs to spaces,Walker,2018-05-31T14:31:12Z
ee7e18329dea690219893c42434e1109c7a4b4b7,setup formal test framework to track side effects and add some tests,Walker,2018-05-30T22:13:51Z
84d3a7120b062acc4c75da4b9ee6b00b3bc7958f,Update comment,Erik Tierney,2018-05-30T18:08:36Z
b658f5d9e48ac8dc9effd5cbdfb44a7d4e5b3693,Add batch get/set methods to save on gas,Erik Tierney,2018-05-30T18:02:28Z
c81894a9cd48818b4c21bc9fa70b071d129c6e12,Merge pull request #36 from o-a-hudson/pausingcheck,Erik Tierney,2018-05-25T20:15:18Z
4a92e333e0536854c4d193e6906fe9e41826c028,Merge pull request #37 from o-a-hudson/master,Erik Tierney,2018-05-25T20:14:58Z
5d23a64b0069d97503ef8e7c1f7bd7543016f431,Fixes wording in function descriptions,Oliver Hudson,2018-05-25T20:04:44Z
73c3c5a95db030b60882bc446715dee233c50b6d,Makes Data contract deploy from logic contract; Creates upgradedcontract to refer to exisiting data contract previously deployed,Oliver Hudson,2018-05-25T19:57:23Z
02328980f74278d887dc06dd895c9e4a8cebf55f,Merge pull request #35 from o-a-hudson/master,Erik Tierney,2018-05-24T22:16:06Z
b894febdb26ff03c3d373e382fa27e01cd9cf3a8,Removes whenNotPaused condition from removeMinter,Oliver Hudson,2018-05-24T20:44:33Z
ffb50220ee89a934cd83fa05f1bde9cdec07c96e,Merge branch 'master' of github.com:o-a-hudson/centre-tokens,Oliver Hudson,2018-05-24T20:33:00Z
80aae64c6bbf19bc1d05267f8a1a27d561bfdc7e,Merge branch 'master' of github.com:centrehq/centre-tokens,Oliver Hudson,2018-05-24T20:27:59Z
f8b357249fa5842de478ec0bf06ce8269baf366f,Adds test for check against upgrading twice,Oliver Hudson,2018-05-24T20:27:17Z
56a41d7ef91904cd2385ba16a9a3a41e3283be78,Merge pull request #34 from o-a-hudson/mintingburning,Erik Tierney,2018-05-24T20:21:07Z
ace4e91733a60ef714b3fba5d7b38714c4a4fb16,Adds blacklisted restriction to minting and burning,Oliver Hudson,2018-05-24T19:57:31Z
1b35daeda2d42e38400ea28c5006d49f30b6971f,Adds blacklisted restriction to minting and burning,Oliver Hudson,2018-05-24T19:57:31Z
3080cbf173ba29a2c7c16eb4472940e80c82f6ad,Merge pull request #33 from o-a-hudson/addnullcheck,Erik Tierney,2018-05-24T18:34:43Z
ab97e00cfbf337a9e817ec2387a4da714ea665d5,Adds test for null address check in mint,Oliver Hudson,2018-05-24T18:27:26Z
d82f678d0e61686ef3d00dec4002d94c80f21ede,Adds condition that upgrade only callable once,Oliver Hudson,2018-05-24T17:40:24Z
064e7267361507ceae1d73b96f55382f6652c122,Merge pull request #32 from o-a-hudson/master,Erik Tierney,2018-05-24T17:35:09Z
3d108eda1183dc9f996dea397356e99c8f294f49,Adds check for null to address in mint,Oliver Hudson,2018-05-24T17:34:40Z
bf4cff75f2a0ae3f07d74a26b0c2c35b01e797f5,removes unused redeemers variable,Oliver Hudson,2018-05-24T17:26:39Z
2f99ca33ccf4c23e3d92f4c8bc337e5b8016facb,Merge pull request #29 from walkerq/master,Erik Tierney,2018-05-23T19:25:55Z
c0bed79ddf70401a7cc18ff0102416e0392235eb,comparing BigNumbers instead of casting to Number,Walker,2018-05-23T19:05:33Z
75d54c6e8046f842a33ec9e9cb6fc43be560edc8,Merge branch 'master' of github.com:centrehq/centre-tokens,Walker,2018-05-23T12:41:05Z
97fc58eb3ba9daf34804a6cb25735525d073b8ab,Merge pull request #31 from o-a-hudson/data-initialization,Erik Tierney,2018-05-22T23:20:08Z
133c14df7d8747d845d837914ad588ac269a81c8,Merge pull request #30 from o-a-hudson/master,Erik Tierney,2018-05-22T23:19:44Z
b2744bd4a14c364e38724e4474b248a60308cd35,"Ensures setaccess(owner, true) is safe",Oliver Hudson,2018-05-22T18:45:09Z
1672e9f291dabbf353e2e4636bc34e664ce214c5,Collapses addMinter and updateMinterAllowance into one function: configureMinter,Oliver Hudson,2018-05-22T20:45:38Z
78378ccfd94f0f01ed07936568075c23638ea578,Adds isMinter test to redeem; removes mintingAllowance requirement on redeem,Oliver Hudson,2018-05-21T16:09:34Z
c8eee85307d8c389fca05f61a943b93eaf309154,Fixes whitespace,Oliver Hudson,2018-05-21T16:09:21Z
7b09767bb6bb8e20861525f877c35f2b914e79b4,Adds boolean for isMinter back,Oliver Hudson,2018-05-21T16:03:04Z
82adb08e17f50c13eab014deab7437abdabc44a7,Merge pull request #27 from o-a-hudson/master,Erik Tierney,2018-05-21T15:39:06Z
4d669d672ab4353e9ad9d4bce7925b74f3637df2,Sets visibility of roleAddressChanger to public,Oliver Hudson,2018-05-21T15:10:52Z
0580909664c641b0031c3df9bafdfcf3efea420d,Merge branch 'master' of github.com:centrehq/centre-tokens,Oliver Hudson,2018-05-21T15:08:30Z
ac16c5ce2f6b9508a4021bb565f2cc325ea99068,Removes extra newline,Oliver Hudson,2018-05-21T15:02:27Z
6756a3649c248910d78761c9a2384d8542bccb5d,Collapses logic from mintabletoken contract into FiatTOken,Oliver Hudson,2018-05-21T15:00:05Z
e878472e9cca431595157e3e0c22d4be49a3e636,use BigNumber.js method .toNumber() for comparing BigNumbers,Walker,2018-05-17T14:45:09Z
ed1511a8da8035eb8ac748ee66b0258a32907fe5,Merge pull request #24 from walkerq/master,Erik Tierney,2018-05-15T15:27:06Z
127c7da5be032458b8592e17f3d5bd9d9718045e,Merge pull request #28 from eztierney/ci-build,Erik Tierney,2018-05-15T15:26:09Z
c8921476c2716bc1893cfd47d26021dacb0b2981,Run truffle/ganache in docker to make running the tests from CI easier,Erik Tierney,2018-05-14T19:57:48Z
8cf48e1df2e02a9ba7ca89180a3f0a2cbd11eb57,Merge pull request #26 from o-a-hudson/master,Erik Tierney,2018-05-11T17:28:44Z
4f18ce001f04f1ff9a4ae5086374e055698c846c,Merge pull request #25 from o-a-hudson/master,Erik Tierney,2018-05-11T17:21:50Z
372263cad05926fe818fbf69aaba6eb4e71de362,Merge pull request #23 from o-a-hudson/master,Erik Tierney,2018-05-11T17:08:48Z
751a2489bc73d3451bf5b4d39262f8cdf74c9d09,Moves overriden functions to FiatToken,Oliver Hudson,2018-05-11T16:55:28Z
88225d2acee066b3d9db4b5e93af16f88f5e9aec,Remove unused data access methods,Oliver Hudson,2018-05-11T16:49:28Z
c21c1c36ca43495c28826d18facde9d1408369f3,Removes finishMinting functionality,Oliver Hudson,2018-05-11T16:47:38Z
4e513d9a1add4bf0444ac6603c6efc6a7b02a196,"adds tests for new non-upgrading functionality (updating keys, burning, and redeeming)",Walker,2018-05-10T15:52:10Z
2924fab89fd7562c49624adb2812e2d2fa898d16,changes accessibility of keys to public and removes role string from event index because including strings in index isnt supported by current version of web3js,Walker,2018-05-10T15:45:40Z
988194cf72840a87a754e35366921c676d459882,"Adds pausable check to burn, upadateMinterAllowance",Oliver Hudson,2018-05-09T21:03:54Z
ed0a9ccb20b2bd9394316c2863bafb9593d8e1d7,Merge pull request #22 from o-a-hudson/master,Erik Tierney,2018-05-09T12:35:36Z
05f9198f9b54f5c7ff03a371e1a204fcb98a29b9,Removes unused openzeppelin dependency,Oliver Hudson,2018-05-08T22:14:35Z
b140e4a9b99c38eff7c43e8fd1865d2bb9709663,Removes openzepplin dependency in EternalStorage contract including transferOwnership function,Oliver Hudson,2018-05-08T21:44:49Z
4314fd4e7c4f3890f39aa107353b2f4d92ad94a3,Merge pull request #21 from o-a-hudson/master,Erik Tierney,2018-05-08T20:47:35Z
